UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS
566,백산키친,동구,35.13873,129.06345,백산키친,백산키친,,동구 조방로14 동일타워,,051-635-8219,,17:30-01:00 ,"모듬숙성회 ￦60,000-120,000
수비드 스테이크 ￦35,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240416172624208_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416172624208_thumbL,"계절재료를 사용해 사시미, 구이, 탕 등 다양한 요리를 만들어내는 일식주점으로
술을 즐기려 찾았다가 배부르게 식사하게 된다는 무서운 곳이다.
숙련된 쉐프가 정성껏 준비하는 친절하고 기분 좋은 곳이다.
"
577,영변횟집,해운대구,35.1808,129.20293,영변횟집,영변횟집,영변횟집,부산 해운대구 송정강변로 15,,051-703-7590,,매일 11:00 ~ 21:00,"세꼬시(넙치), 모듬회
",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818134302422_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818134302422_thumbL,"뼈와 함께 먹는 잘게 썬 세꼬시가 특히 유명한 생선회전문점으로, 도다리, 광어, 우럭, 돌돔, 농어 등 다양한 활어를 철에 따라 즐길 수 있다. 특히 가자미나 광어를 이용한 세꼬시가 인기 메뉴로 회를 주문하면 상을 꽉 채우는 반찬과 해산물 등이 함께 제공된다.

"
936,팔미초밥,연제구,35.184906,129.0818,팔미초밥,팔미초밥,,"부산 연제구 월드컵대로 119번길 8
",,051-861-7679,,"11:30 -22:00
(15:00-16:30 브레이크 타임)","생선초밥, 코스요리
",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_thumbL,"부산의 대표적인 일식전문점 중 한 곳으로, 상업지역인 이 지역에서도 손님을 대접하기 좋은 곳으로 유명한 식당이다. 30년 경력의 오너쉐프가 운영하고 있으며, 이 곳의 코스요리는 가격에 비해 높은 만족도를 자랑한다.

"
963,식당 토성동,서구,35.097954,129.02257,식당 토성동,식당 토성동,,"부산 서구 구덕로 124번길 27
",,0507-1394-1425,,월-금 10:00-20:30,"한입 스테이크 덮밥, 돈카츠정식
",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_thumbL,"의외의 장소에 자리하고 있는 아담하고 예쁜 인테리어의 덮밥전문점으로, 간단한 음식, 깔끔한 맛, 친절한 서비스로 유명한 곳이다. 모든 음식이 인기메뉴이긴 하지만, 손질과 숙성을 거쳐 부드러운 맛의 한입 스테이크 덮밥이 대표메뉴라고 한다.

"
964,청죽,서구,35.11293,129.01305,청죽,청죽,,"부산 서구 망양로 23
",,051-247-8555,,"am 11:00 ~ pm 22:00
(20:30 라스트 오더)","스페셜코스, VIP코스 
",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_thumbL,"입구까지 이어진 근사한 정원이 멋진 일식코스요리전문점으로, 이 지역에서는 상견례 등격조 있는 모임의 장소로 많이 이용하는 곳이다. 비교적 비싼 가격의 식당이지만, 맛과 서비스 모두 충분히 만족스러운 곳이라고 한다. 일본식코스요리가 대표메뉴.

"
1111,소수인,부산진구,35.156677,129.05383,소수인,소수인,,부산진구 가야대로750번길 17,,051-808-4036,,17:00-24:00,"시메사바 이소베마키 ￦18,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20250523160110075_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250523160110075_thumbL,"일식을 모티브로 한 새로운 스타일의 요리를 만들고 있는 일본식주점으로 영업을 시작한지 얼마 되지 않아 항상 사람들이 가득한 곳이 되었다. 개성강한 요리들은 술안주로도 식사로도 잘 어울린다.
"
1225,금랑횟집 광안리본점,수영구,35.155155,129.131,금랑횟집 광안리본점,금랑횟집 광안리본점,,"광안해변로344번길 17-5, 마린리치건물 6층",,0507-1400-5209,,"11:30-22:30
(21:30 라스트 오더)",,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510180602206_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510180602206_thumbL,"수변공원 회센터에 자리한 횟집으로 메인요리인 회와 함께 제공되는 음식들이 다양하고 수준이 높아 회를 즐기지 않는 사람들도 충분히 즐길 만한 곳이다. 광안대교의 전경이 보이는바다풍경으로 유명한 곳이기도 하다.
"
1226,난파센,수영구,35.14674,129.11339,난파센,난파센,,남천동로108번길 43,,0507-1483-0536,,"월-일 : 11:30-21:00
(15:00-17:00 브레이크 타임)
(14:30, 20:30 라스트 오더)

*수요일 휴무",,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511104527053_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511104527053_thumbL,"좋은 재료를 직접 손질하고 직접 만든 특제 소스를 사용해 인기 높은 튀김덮밥전문점으로 밥과 어울리는 튀김을 만들기 위해 무척 많은 연구를 한다고 한다. 밥 위에 올려진 갈색의 튀김이 특징적이다.


"
1229,본참치,중구,35.10548,129.03526,본참치,본참치,,중구 해관로73,,051-463-3737,,11:30-14:30 / 17:00-22:30,"특정식 ￦34,000
특초밥 ￦18,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419095246698_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419095246698_thumbL,"전국의 참치 매니아들이 찾아오는 유명한 참치전문점으로, 조리명인인 오너쉐프가 운영하고 있는 곳이다. 당일재료는 당일소진하고 있으며, 노인들을 위한 행사를 개최하는 등 지역 사회에 기여하고 있는 식당이기도 하다.
"
1231,어가초밥,중구,35.097214,129.02882,어가초밥,어가초밥,,자갈치로 41,,051-247-3777,,"월-토: 12:00-21:00
(14:00-17:00 브레이크 타임) ",,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511113442878_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511113442878_thumbL,"부산 최대 수산물시장인 자갈치시장과 인접한 일식전문점으로 빠르게 재료를 공수하여 신선한 음식을 제공하고 있다. 대부분의 좌석이 독립된 룸으로 운영되고 있어 편안하게 식사를 즐길 수 있기도 하다.
"
1237,삼송초밥 부산남포본점,중구,35.099678,129.02986,삼송초밥 부산남포본점,삼송초밥 부산남포본점,,중구 광복로55번길 13,,051-245-7870,,11:00-14:30 / 16:30-21:00,"김초밥(후토마끼) ￦17,000
초밥 정식 특선 ￦32,000-52,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419104310358_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419104310358_thumbL,"부산에서 가장 유명한 일식전문점 중 한 곳으로 65년 이상의 역사를 가지고 있으며, 대를 이어 오는 손님들이 이곳의 변치 않는 맛을 보증하고 있다. 특히 김초밥으로 많이 알려져 있기도 한 곳이다.
"
1245,명송초밥,중구,35.101738,129.03586,명송초밥,명송초밥,,해관로 32,,051-246-1225,,"월요일~토요일 11:30~21:30
(14:30~16:00 브레이크타임)",,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511140134038_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511140134038_thumbL,"상업지역인 이 지역에서도 접대나 모임하기 좋은 곳으로 유명한 일식전문점으로, 수준 높은 음식에 어울리는 디테일한 플레이팅이 음식을 더욱 돋보이게 만든다. 2~3시간 숙성한 회를 제공하고 있다.
"
1246,다께,동구,35.138863,129.06076,다께,다께,,범일로102번길 12,,051-631-6890,,"월-토 : 11:00-22:00
(14:30-16:30 브레이크 타임)
(14:00, 21:30 라스트 오더)","죽 회석요리, 특별 회석요리1, 특별 회석요리2",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511140420748_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511140420748_thumbL,"범일동의 유명 일식전문점으로 오너쉐프가 직접 주재료를 장만하고 있으며, 미리 연락해 두면 원하는 회나 직접 낚시한 생선을 요리해 주기도 한다. 벽면 가득한 유명인들의 사인이 이곳의 맛을 보장하고 있다.
"
1251,톤쇼우 광안점,수영구,35.15631,129.12474,톤쇼우 광안점,톤쇼우 광안점,,광안해변로279번길 13,,010-5835-7978,https://www.instagram.com/tonshou__tonkatsu/,"11:00-21:30
(20:30 라스트 오더)",,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511142349184_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511142349184_thumbL,"오픈 2시간 전부터 대기 줄이 있을 만큼 유명한 돈까스 전문점으로, 두툼하면서도 무척 부드러운 이곳의 돈까스는 참숯으로 훈연하여 놀라운 맛을 선사한다. 기다리는 손님을 위한 배려로 2층에 휴게공간을 운영하고 있기도 하다.


"
1272,경찰서옆초밥집,부산진구,35.159702,129.05392,경찰서옆초밥집,경찰서옆초밥집,,부산광역시 부산진구 부전로 92 1층,,0507-1408-3189,,"화요일~일요일 11:30~21:00
(15:00~17:00 브레이크타임)","추천초밥 12p, 광어+연어초밥 10p, 생선턱살구이",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512104118922_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512104118922_thumbL,"18년 경력의 오너 쉐프가 모든 재료를 직접 만들고 손질한다. 매일 5시간씩 정성껏 준비한 재료와 알찬 구성 그리고 보증된 솜씨로 만들어 내는 초밥은 당신을 실망시키지 않는다.
"
1492,고옥,수영구,35.143585,129.10974,고옥,고옥,,수영구 광남로 6 ,,0507-1360-1638,,11:30-15:00 / 17:00-21:00,"히츠마부시 ￦38,000
아나고 히츠마부시 ￦28,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418094044725_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418094044725_thumbL,"부산에서 히츠마부시를 유행시킨 유명한 곳으로, 장어는 숯불을 사용하며 굽고 그날 사용할 장어가 떨어지면 조기 마감한다. 예약을 받지 않고 입점순서대로 식사를 제공한다.
"
1493,글라스앤보틀,연제구,35.188755,129.0872,글라스앤보틀,글라스앤보틀,,연제구 쌍미천로 179-1,,0507-1407-8598,,"18:00-24:00
","들기름 명란 카펠리니, 네기도로 타르타르",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602175414282_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602175414282_thumbL,"일본의 골목길 비스트로를 연상시키는 분위기의 아담한 와인바로 부부가 함께 운영하고 있는 곳으로, 일식 기반의 캐주얼한 요리들이 와인과 무척 잘 어울린다. 테이블 수가 작아 예약이 필수다.
"
1495,교토돈부리 본점,남구,35.137672,129.10362,교토돈부리 본점,교토돈부리 본점,,남구 용소로13번길 61 아침햇살 102동 103호,,0507-1443-1919,,"11:00-16:00 / 17:00-22:00
(20:30 라스트오더)","연어뱃살덮밥, 가츠동벤또",https://www.visitbusan.net/uploadImgs/files/cntnts/20230605092808009_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230605092808009_thumbL,"제주산 흑돼지로 만든 돈카츠와 생연어를 숙성시킨 연어뱃살덮밥으로 인기 있는 일식덮밥전문점으로, 무척 높은 수준의 음식을 만날 수 있다. 재료손질과 사용하는 소스 등도 모두 직접 장만하고 있다.

※매장사정으로 당분간 휴무
"
1496,나가하마만게츠,해운대구,35.16669,129.15746,나가하마만게츠,나가하마만게츠,,해운대구 우동1로 57 대영빌딩1층,,051-731-0886,,월-금 11:00-15:30 / 16:30-20:30,"나가하마 라멘 ￦10,000
나가하마 라멘 교자셋트 ￦16,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419133053912_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419133053912_thumbL,"해리단길의 유명한 일본라멘전문점으로 후쿠오카의 유명한 라멘전문점의 유일한 한국분점이다. 최근에는 해운대로 관광 온 젊은 층의 필수코스가 되어가고 있어 오픈과 동시에 웨이팅이 시작되는 곳이기도 하다.
"
1497,노는바다,수영구,35.140026,129.10835,노는바다,노는바다,,수영구 황령대로 481번길 39 1층,,051-992-3838,,"월-목요일 17:00-24:00
(22:50 라스트오더)
금-토요일 17:00-01:00
(23:50 라스트오더)","고노와다 사시미, 수제치킨가라아게",https://www.visitbusan.net/uploadImgs/files/cntnts/20230605094032446_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230605094032446_thumbL,"해삼내장을 손질한 고노와다로 유명한 일본식주점으로 이곳의 고노와다 사시미를 경험해보기 위해 먼 곳에서도 찾아오는 사람도 많다고 한다. 대기하는 사람이 많아 두 시간 이용 제한이 있다.
"
1498,동경밥상,수영구,35.148396,129.11385,동경밥상,동경밥상,,수영구 남천바다로 34-6,,0507-1320-1428,,11:30-15:00 / 17:30-21:00 ,"우나쥬 ￦43,000
히츠마부시 ￦38,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20230605094602155_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230605094602155_thumbL,"240여 년의 긴 역사를 가진 일본의 장어요리전문점 쥬바코에서 오랜 수련을 거친 오너쉐프가 쥬바코 스타일의 정통방식으로 만든 장어구이를 선보이는 곳으로, 외관부터 내부까지 일본에 온 듯한 분위기를 가지고 있다
"
1499,슌,기장군,35.25241,129.217,슌,슌,,기장군 기장읍 차성동로 163,,051-724-3737,,12:00-14:30 / 17:00-21:30,"점심특선 한 접시, 저녁 한 접시",https://www.visitbusan.net/uploadImgs/files/cntnts/20230605100447110_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230605100447110_thumbL,"무려 25년 경력의 셰프가 갓 만든 초밥이 레일위에 놓여있는 회전초밥전문점인 이곳은 좌천 쌀을 사용하며 초밥의 가격은 모두 동일하다. 먹고 싶은걸 말하면 그 즉시 만들어주기도 한다.
"
1500,스시미르네 본점,해운대구,35.17129,129.17677,스시미르네 본점,스시미르네 본점,,해운대구 세실로 75 일진빌딩 1층 100호,,051-703-5623,,"월-금 11:30-14:30 / 17:00-21:30
토-일 11:30-15:00 / 17:00-21:30
(21:00 라스트오더)","물회소바 중, 명품초밥",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419170216133_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419170216133_thumbL,"초밥의 대중화를 이끈 초밥전문점 중 한 곳인 이곳은 초심을 잃지 않고 음식을 만든다는 철학으로 한국인기브랜드 대상을 수상한 곳이기도 하다. 색다른 모습을 가진 물회가 특징적인 메뉴이다.
"
1501,스시심 타카이,금정구,35.230793,129.08801,스시심 타카이,스시심 타카이,,금정구 부산대학로 29 네오스퀘어 2층,,0507-1335-3576,,12:00 / 14:00 / 18:00 / 20:00,"런치, 디너",https://www.visitbusan.net/uploadImgs/files/cntnts/20230605101855650_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230605101855650_thumbL,"점심, 저녁 각각 두 차례씩 예약제로 운영하는 초밥전문점으로 숙련된 셰프가 제공하는 오마카세는 맛과 가격 모두를 만족시킨다고 한다. 예약에만 3개월이 걸릴 정도로 높은 인기를 자랑하는 곳.
"
1502,야스마루 쇼쿠도,부산진구,35.159283,129.06197,야스마루 쇼쿠도,야스마루 쇼쿠도,,부산진구 중앙대로756번길 24,,010-7144-7600,,"월-금 12:00-15:50 / 17:00-21:30
(14:50, 20:30 라스트오더)
토 12:00-16:00 / 17:00-21:30
(15:00, 20:30 라스트오더)","파랑국수, 고등어김말이",https://www.visitbusan.net/uploadImgs/files/cntnts/20240417143025804_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417143025804_thumbL,"입맛 없는 여름에 맛있게 먹을 수 있는 음식을 만들려고 했다지만 계절에 관계없이 항상 긴 줄이 서있는 곳으로 독특한 모습의 파랑국수가 대표메뉴. 간판 없는 인기식당으로도 유명하다.
"
1503,중앙모밀,중구,35.101845,129.0353,중앙모밀,중앙모밀,,중구 중앙대로 49번길 9-1 ,,051-246-8686,,11:00-19:30,"모밀국수, 가락우동",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419113634712_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419113634712_thumbL,"1956년에 개업하여 60여 년의 역사를 가진 우동·메밀국수전문점으로 부산의 기성세대들에게는 특별한 날 부모님과 함께 왔던 어린 시절의 추억이 있는 곳이다. 3대가 함께 식사하는 모습을 자주 볼 수 있는 곳이기도 하다.
"
